,OrganizationIdentifier,ActivityMediaSubdivisionName,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityConductingOrganizationText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName
36187,WFWQC_UT,,2020-03-11,,,,,40.144972,-111.650333,Volatile suspended solids
36188,MNPCA,Surface Water,2020-03-03,,,,,44.97736,-93.090457,Total volatile solids
36189,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-01-08,,,,,39.812806,-104.954333,Sodium
36190,MNPCA,Surface Water,2020-03-19,,,,,45.050084,-93.273847,"Carbonaceous biochemical oxygen demand, standard conditions"
36191,BPMWQX,Surface Water,2020-07-06,,,,,37.8972,-107.6439,Potassium
36192,MNPCA,Surface Water,2020-08-31,,,,,47.015953,-91.666208,"Temperature, water"
36193,BPMWQX,Surface Water,2020-09-15,,,,,37.89430848,-107.6397413,Hardness
36194,MNPCA,Surface Water,2020-03-06,,,,,44.910663,-93.192374,"Hardness, Ca, Mg"
36195,MNPCA,Surface Water,2020-01-23,,,,,45.012778,-93.220278,Chloride
36196,MNPCA,Surface Water,2020-07-17,,,,,44.953273,-93.074752,Magnesium
36197,UTAHDWQ_WQX,,2020-06-17,,Division of Water Quality,,,39.51447,-111.58635,Specific conductance
36198,BPMWQX,Surface Water,2020-08-03,,,,,37.8892720817,-107.6546164882,Magnesium
36199,MNPCA,Surface Water,2020-07-21,,,,,44.86311,-93.00493,Total suspended solids
36200,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-05,,,,,39.812772,-104.95444,Turbidity
36201,BPMWQX,Surface Water,2020-07-07,,,,,37.81120198,-107.6591665,Hardness
36202,MNPCA,Surface Water,2020-06-29,,,,,45.050084,-93.273847,Chloride
36203,INSTOR_WQX,,2020-09-22,,,,,41.69232048,-87.5054023621,Total dissolved solids
36204,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-01-08,,,,,39.812806,-104.954333,Potassium
36205,SAMISHINDIAN_WQX,,2020-02-18,,,,,48.47,-122.57,Dissolved oxygen (DO)
36206,MNPCA,Surface Water,2020-05-17,,,,,44.94981,-92.92872,"Hardness, carbonate"
36207,BPMWQX,Surface Water,2020-09-14,,,,,37.90833,-107.638424,Sulfate
36208,MNPCA,Surface Water,2020-07-16,,,,,44.910663,-93.192374,Magnesium
36209,BPMWQX,Surface Water,2020-09-14,,,,,37.89418422,-107.6473065,Chloride
36210,WFWQC_UT,,2020-06-17,,,,,40.21143,-111.65195,Salinity
36211,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-06-03,,,,,39.812772,-104.95444,Dissolved oxygen (DO)
36212,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-08-19,,,,,39.812806,-104.954333,pH
36213,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-01-15,,,,,40.00148,-104.825378,Total dissolved solids
36214,BPMWQX,Surface Water,2020-09-15,,,,,37.81120198,-107.6591665,Calcium
36215,INSTOR_WQX,,2020-10-27,,,,,41.69232048,-87.5054023621,Total suspended solids
36216,INSTOR_WQX,,2020-10-01,,,,,41.7250767749,-86.9016515024,Magnesium
36217,UTAHDWQ_WQX,,2020-03-25,,Division of Water Quality,,,39.51447,-111.58635,Potassium
36218,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-07-15,,,,,39.812806,-104.954333,Total suspended solids
36219,BPMWQX,Surface Water,2020-09-15,,,,,37.8945649,-107.6383438,Chloride
36220,WIDNR_WQX,,2020-09-30,4.0,WIDNR_WQX,,,45.82015,-91.89824,Total suspended solids
36221,KINGCOUNTY,,2020-01-07,,,,,47.372544,-122.451618,Fecal Coliform
36222,CT_DEP01_WQX,Surface Water,2020-08-24,,ctdeepWplrAbm,,,41.656743,-72.656319,Enterococcus
36223,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-08-05,,,,,40.00148,-104.825378,Potassium
36224,SSCW,,2020-07-23,0.5,,,,42.49229,-70.85512,Enterococcus
36225,BPMWQX,Surface Water,2020-07-06,,,,,37.90833,-107.638424,Hardness
36226,MNPCA,Surface Water,2020-08-05,,,,,44.953273,-93.074752,Magnesium
36227,MNPCA,Surface Water,2020-09-01,,,,,45.023889,-93.277222,Total dissolved solids
36228,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-11-04,,,,,39.812772,-104.95444,Conductivity
36229,MNPCA,Surface Water,2020-06-20,,,,,44.925096,-92.91244,"Hardness, carbonate"
36230,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,39.812772,-104.95444,"Alkalinity, total"
36231,WFWQC_UT,,2020-06-17,,,,,40.144972,-111.650333,Dissolved oxygen (DO)
36232,INSTOR_WQX,,2020-09-08,,,,,41.6183461878,-87.1990612156,"Temperature, water"
36233,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-06-17,,,,,39.812806,-104.954333,Fluoride
36234,MNPCA,Surface Water,2020-06-18,,,,,44.932031,-93.144877,Total suspended solids
36235,MNPCA,Surface Water,2020-09-21,,,,,44.932031,-93.144877,Chloride
36236,MNPCA,Surface Water,2020-12-01,,,,,45.072844,-93.285133,Escherichia coli
36237,RVRPOMO,,2020-06-15,,,,,39.2858,-123.183,Escherichia coli
36238,MNPCA,Surface Water,2020-02-11,,,,,44.97736,-93.090457,Total volatile solids
36239,21COL001_WQX,Wastewater Treatment Plant Effluent,2020-12-09,,CDPHE-WQCD,,,39.7435,-105.476,Potassium
36240,MNPCA,Surface Water,2020-07-24,,,,,44.965556,-93.223333,Total suspended solids
36241,BPMWQX,Surface Water,2020-08-25,,,,,37.89217972,-107.6473843,Bromide
36242,INSTOR_WQX,,2020-06-29,,,,,41.69232048,-87.5054023621,Total dissolved solids
36243,MNPCA,Surface Water,2020-09-21,,,,,44.953273,-93.074752,Total dissolved solids
36244,BPMWQX,Surface Water,2020-10-14,,,,,37.83287452,-107.5995865,Sodium
36245,INSTOR_WQX,,2020-06-29,,,,,41.5997954912,-87.3429555221,Total solids
36246,BPMWQX,Surface Water,2020-07-07,,,,,37.8967432,-107.6451765,Fluoride
36247,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-09-16,,,,,39.812772,-104.95444,Sodium
36248,MNPCA,Surface Water,2020-06-29,,,,,44.925096,-92.91244,"Hardness, carbonate"
36249,SSCW,,2020-08-25,0.5,,,,42.50608,-70.8728,Enterococcus
36250,KINGCOUNTY,,2020-01-07,,,,,47.37727,-122.487068,Fecal Coliform
36251,WFWQC_UT,,2020-10-14,,,,,40.21143,-111.65195,Dissolved oxygen (DO)
36252,SANDIAWQ_WQX,,2020-08-13,,,,,35.307659,-106.561985,"Wind direction (direction from, expressed 0-360 deg)"
36253,MNPCA,Surface Water,2020-01-07,,,,,45.012778,-93.220278,Total volatile solids
36254,BPMWQX,Surface Water,2020-10-14,,,,,37.4589,-107.79955,Fluoride
36255,MNPCA,Surface Water,2020-03-06,,,,,44.953273,-93.074752,Calcium
36256,INSTOR_WQX,,2020-03-12,,,,,41.65241767,-87.4381260151,Chemical oxygen demand
36257,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-03-04,,,,,39.812806,-104.954333,"Biochemical oxygen demand, standard conditions"
36258,BPMWQX,Surface Water,2020-09-22,,,,,37.8844365,-107.6459292,Fluoride
36259,21COL001_WQX,Surface Water,2020-06-09,,CDPHE-WQCD,,,37.262,-107.88066,Magnesium
36260,BPMWQX,Surface Water,2020-07-06,,,,,37.909984,-107.638313,Sulfate
36261,MNPCA,Surface Water,2020-09-15,,,,,45.012778,-93.220278,"Transparency, tube with disk"
36262,BPMWQX,Surface Water,2020-10-24,,,,,37.889925,-107.650156,Sodium
36263,BPMWQX,Surface Water,2020-08-03,,,,,37.8892720817,-107.6546164882,Calcium
36264,MNPCA,Surface Water,2020-01-06,,,,,44.965556,-93.223333,"Hardness, carbonate"
36265,21COL001_WQX,Surface Water,2020-04-14,,CDPHE-WQCD,,,37.262,-107.88066,Sulfate
36266,BPMWQX,Surface Water,2020-11-05,,,,,37.889925,-107.650156,Sodium
36267,BPMWQX,Surface Water,2020-10-14,,,,,37.4589,-107.79955,Magnesium
36268,MNPCA,Surface Water,2020-09-15,,,,,45.012778,-93.220278,Dissolved oxygen (DO)
36269,MNPCA,Surface Water,2020-02-18,,,,,45.023889,-93.277222,Salinity
36270,MNPCA,Surface Water,2020-05-22,,,,,45.050084,-93.273847,Specific conductance
36271,BPMWQX,Surface Water,2020-10-13,,,,,37.882231,-107.635607,Calcium
36272,MNPCA,Surface Water,2020-01-13,,,,,44.957167,-93.081783,Escherichia coli
36273,WFWQC_UT,,2020-08-19,,,,,40.144972,-111.650333,Salinity
36274,MNPCA,Surface Water,2020-05-26,,,,,45.050084,-93.273847,Total suspended solids
36275,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-11-04,,,,,39.812772,-104.95444,"Hardness, carbonate"
36276,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-05,,,,,40.00148,-104.825378,"Carbonaceous biochemical oxygen demand, standard conditions"
36277,INSTOR_WQX,,2020-12-09,,,,,41.7250767749,-86.9016515024,Total dissolved solids
36278,MNPCA,Surface Water,2020-02-11,,,,,44.953273,-93.074752,pH
36279,MNPCA,Surface Water,2020-05-26,,,,,45.050084,-93.273847,Salinity
36280,MNPCA,Surface Water,2020-08-04,,,,,45.050084,-93.273847,Chemical oxygen demand
36281,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-06,,,,,39.812806,-104.954333,Sodium
36282,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-11-18,,,,,40.00148,-104.825378,Potassium
36283,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-09-02,,,,,39.812772,-104.95444,"Hardness, carbonate"
36284,MNPCA,Surface Water,2020-09-28,,,,,44.965556,-93.223333,Salinity
36285,BPMWQX,Surface Water,2020-08-03,,,,,37.8909050441,-107.6496848279,"Alkalinity, total"
36286,BPMWQX,Surface Water,2020-09-22,,,,,37.88957,-107.64803,Calcium
36287,BPMWQX,Surface Water,2020-08-03,,,,,37.83287452,-107.5995865,Chloride
36288,INSTOR_WQX,,2020-02-11,,,,,41.69232048,-87.5054023621,Silica
36289,UTAHDWQ_WQX,,2020-10-28,,Division of Water Quality,,,41.65202,-111.88072,Magnesium
36290,INSTOR_WQX,,2020-02-03,,,,,41.7250767749,-86.9016515024,Specific conductance
36291,MNPCA,Surface Water,2020-09-30,,,,,44.953517,-92.814447,Total volatile solids
36292,BPMWQX,Surface Water,2020-09-15,,,,,37.8819,-107.645897,Chloride
36293,MNPCA,Surface Water,2020-07-18,,,,,44.932031,-93.144877,Magnesium
36294,MNPCA,Surface Water,2020-09-22,,,,,44.910663,-93.192374,pH
36295,INSTOR_WQX,,2020-06-22,,,,,41.6183461878,-87.1990612156,Chemical oxygen demand
36296,MNPCA,Surface Water,2020-05-22,,,,,45.072844,-93.285133,Dissolved oxygen (DO)
36297,BPMWQX,Surface Water,2020-07-06,,,,,37.90056439,-107.6444229,Potassium
36298,21COL001_WQX,Wastewater Treatment Plant Effluent,2020-08-19,,CDPHE-WQCD,,,39.7435,-105.476,Calcium
36299,MNPCA,Surface Water,2020-08-19,,,,,45.012778,-93.220278,Escherichia coli
36300,UTAHDWQ_WQX,,2020-02-12,,Division of Water Quality,,,39.51447,-111.58635,Dissolved oxygen saturation
36301,INSTOR_WQX,,2020-02-03,,,,,41.7250767749,-86.9016515024,pH
36302,MNPCA,Surface Water,2020-01-13,,,,,44.953353,-93.205417,"Hardness, Ca, Mg"
36303,INSTOR_WQX,,2020-10-27,,,,,41.65241767,-87.4381260151,Magnesium
36304,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-07-15,,,,,39.812772,-104.95444,Magnesium
36305,BPMWQX,Surface Water,2020-10-14,,,,,37.83287452,-107.5995865,"Alkalinity, total"
36306,INSTOR_WQX,,2020-09-22,,,,,41.65241767,-87.4381260151,"Hardness, carbonate"
36307,WIDNR_WQX,,2020-05-20,0.5,WIDNR_WQX,,,43.094933,-88.08763,Potassium
36308,BPMWQX,Surface Water,2020-06-25,,,,,37.893575,-107.6441667,Fluoride
36309,ECU_ECOL_ENGR,,2020-07-16,,,,,35.6063497806,-77.3606983197,Fecal Coliform
36310,KINGCOUNTY,,2020-01-07,,,,,47.371585,-122.486779,Fecal Coliform
36311,MNPCA,Surface Water,2020-02-05,,,,,44.965556,-93.223333,Total dissolved solids
36312,BPMWQX,Surface Water,2020-07-07,,,,,37.8892720817,-107.6546164882,Magnesium
36313,WIDNR_WQX,,2020-08-04,4.0,WIDNR_WQX,,,45.82015,-91.89824,Dissolved oxygen (DO)
36314,21COL001_WQX,Wastewater Treatment Plant Effluent,2020-07-21,,CDPHE-WQCD,,,39.7435,-105.476,Potassium
36315,BPMWQX,Surface Water,2020-09-14,,,,,37.89624888,-107.6463734,"Alkalinity, total"
36316,21COL001_WQX,Wastewater Treatment Plant Effluent,2020-08-11,,CDPHE-WQCD,,,37.262,-107.88066,Magnesium
36317,MNPCA,Surface Water,2020-09-01,,,,,45.072844,-93.285133,Specific conductance
36318,MNPCA,Surface Water,2020-06-16,,,,,44.978056,-93.239444,"Temperature, water"
36319,WIDNR_WQX,,2020-10-05,1.0,WIDNR_WQX,,,46.535004,-91.58253,"Temperature, water"
36320,MNPCA,Surface Water,2020-08-04,,,,,45.050084,-93.273847,pH
36321,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-04-15,,,,,40.00148,-104.825378,Total suspended solids
36322,WIDNR_WQX,,2020-11-02,1.0,WIDNR_WQX,,,46.535004,-91.58253,"Biochemical oxygen demand, standard conditions"
36323,MNPCA,Surface Water,2020-03-17,,,,,45.012778,-93.220278,"Hardness, carbonate"
36324,INSTOR_WQX,,2020-07-23,,,,,41.69232048,-87.5054023621,pH
36325,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-03-04,,,,,39.812806,-104.954333,Turbidity
36326,21COL001_WQX,Surface Water,2020-12-09,,CDPHE-WQCD,,,39.7435,-105.476,Dissolved oxygen (DO)
36327,MNPCA,Surface Water,2020-07-08,,,,,46.8055,-95.8447,pH
36328,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-03-04,,,,,39.812806,-104.954333,"Alkalinity, total"
36329,MNPCA,Surface Water,2020-11-23,,,,,44.953273,-93.074752,"Hardness, Ca, Mg"
36330,MNPCA,Surface Water,2020-08-31,,,,,44.932031,-93.144877,Calcium
36331,MNPCA,Surface Water,2020-01-06,,,,,44.965556,-93.223333,Total volatile solids
36332,BPMWQX,Surface Water,2020-09-15,,,,,37.8819,-107.645897,"Alkalinity, total"
36333,MNPCA,Surface Water,2020-08-05,,,,,44.910663,-93.192374,Magnesium
36334,INSTOR_WQX,,2020-09-22,,,,,41.5997954912,-87.3429555221,Sodium
36335,BPMWQX,Surface Water,2020-09-15,,,,,37.89430848,-107.6397413,Magnesium
36336,MNPCA,Surface Water,2020-08-26,,,,,44.965556,-93.223333,Dissolved oxygen (DO)
36337,WFWQC_UT,,2020-05-13,,,,,40.144972,-111.650333,Total suspended solids
36338,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-08-05,,,,,40.00148,-104.825378,Conductivity
36339,BPMWQX,Surface Water,2020-10-14,,,,,37.909984,-107.638313,Sulfate
36340,PALERMOWELLFIELD_WQX,Groundwater,2020-01-20,,"GeoEngineers, Inc.",,,47.0023089,-122.9119244,Dissolved oxygen (DO)
36341,MNPCA,Surface Water,2020-08-12,,,,,44.978056,-93.245,Sulfate
36342,BPMWQX,Surface Water,2020-09-15,,,,,37.79027049,-107.6675778,Fluoride
36343,MNPCA,Surface Water,2020-02-11,,,,,44.97736,-93.090457,Escherichia coli
36344,MNPCA,Surface Water,2020-07-25,,,,,44.86311,-93.00493,Total volatile solids
36345,BPMWQX,Surface Water,2020-10-14,,,,,37.92939413,-107.567383,Hardness
36346,BPMWQX,Surface Water,2020-08-25,,,,,37.89217972,-107.6473843,Fluoride
36347,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-06-03,,,,,39.812806,-104.954333,Total dissolved solids
36348,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-07-01,,,,,40.00148,-104.825378,Magnesium
36349,MNPCA,Surface Water,2020-09-21,,,,,44.97776,-93.090727,"Hardness, Ca, Mg"
36350,MNPCA,Stormwater,2020-07-22,0.0,,,,44.9971,-93.47175,Suspended Sediment Concentration (SSC)
36351,MNPCA,Surface Water,2020-05-27,,,,,44.925096,-92.91244,Chloride
36352,UTAHDWQ_WQX,,2020-02-10,,Division of Water Quality,,,40.14387,-111.74946,Dissolved oxygen saturation
36353,MNPCA,Surface Water,2020-03-06,,,,,44.910663,-93.192374,Calcium
36354,21COL001_WQX,Wastewater Treatment Plant Effluent,2020-08-19,,CDPHE-WQCD,,,39.7435,-105.476,"Hardness, Ca, Mg"
36355,UTAHDWQ_WQX,,2020-09-16,,Division of Water Quality,,,39.51447,-111.58635,Potassium
36356,BPMWQX,Surface Water,2020-10-13,,,,,37.83287452,-107.5995865,Potassium
36357,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-11-18,,,,,39.812772,-104.95444,Potassium
36358,MNPCA,Surface Water,2020-05-16,,,,,45.072844,-93.285133,Chloride
36359,UTAHDWQ_WQX,,2020-11-16,,Division of Water Quality,,,41.52422,-112.04542,pH
36360,MNPCA,Surface Water,2020-05-27,,,,,44.925096,-92.91244,Calcium
36361,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-06-03,,,,,39.812806,-104.954333,Magnesium
36362,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-09-02,,,,,39.812772,-104.95444,Potassium
36363,BPMWQX,Surface Water,2020-09-14,,,,,37.9060846,-107.6424108,Sulfate
36364,MNPCA,Surface Water,2020-07-29,,,,,44.978056,-93.245,Escherichia coli
36365,BPMWQX,Surface Water,2020-08-03,,,,,37.8909050441,-107.6496848279,Bromide
36366,BPMWQX,Surface Water,2020-09-14,,,,,37.89762078,-107.645047,Calcium
36367,INSTOR_WQX,,2020-07-13,,,,,41.7250767749,-86.9016515024,Total suspended solids
36368,INSTOR_WQX,,2020-10-27,,,,,41.5997954912,-87.3429555221,Dissolved oxygen (DO)
36369,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-09-02,,,,,39.812806,-104.954333,pH
36370,MNPCA,Surface Water,2020-05-26,,,,,45.012778,-93.220278,pH
36371,BPMWQX,Surface Water,2020-10-13,,,,,37.89098119,-107.6484397,Chloride
36372,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-19,,,,,40.00148,-104.825378,"Alkalinity, total"
36373,BPMWQX,Surface Water,2020-09-14,,,,,37.9060846,-107.6424108,Fluoride
36374,MNPCA,Surface Water,2020-02-04,,,,,45.050084,-93.273847,Total volatile solids
36375,BPMWQX,Surface Water,2020-08-25,,,,,37.89492883,-107.6468165,Fluoride
36376,BPMWQX,Surface Water,2020-09-15,,,,,37.81120198,-107.6591665,Fluoride
36377,MNPCA,Surface Water,2020-03-03,,,,,44.953273,-93.074752,Total dissolved solids
36378,UTAHDWQ_WQX,,2020-10-27,,Division of Water Quality,,,41.77105,-111.91113,Total suspended solids
36379,BPMWQX,Surface Water,2020-07-06,,,,,37.89624888,-107.6463734,Calcium
36380,BPMWQX,Surface Water,2020-09-19,,,,,37.9085318093,-107.6423634031,Sulfate
36381,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-08-19,,,,,39.812772,-104.95444,Sulfate
36382,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-05,,,,,39.812772,-104.95444,"Biochemical oxygen demand, standard conditions"
36383,MNPCA,Surface Water,2020-07-22,,,,,47.015953,-91.666208,pH
36384,MNPCA,Surface Water,2020-09-01,,,,,44.978056,-93.239444,"Temperature, water"
36385,BPMWQX,Surface Water,2020-08-18,,,,,37.893043,-107.647284,Calcium
36386,MNPCA,Surface Water,2020-08-04,,,,,44.97776,-93.090727,"Hardness, Ca, Mg"
36387,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-07-15,,,,,39.812772,-104.95444,"Temperature, water"
36388,WFWQC_UT,,2020-02-11,,,,,40.21143,-111.65195,"Temperature, water"
36389,MNPCA,Surface Water,2020-05-06,,,,,45.077186,-93.025498,Total suspended solids
36390,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-12-02,,,,,40.00148,-104.825378,"Temperature, water"
36391,BPMWQX,Surface Water,2020-09-19,,,,,37.898211,-107.64588,Potassium
36392,21COL001_WQX,Wastewater Treatment Plant Effluent,2020-09-16,,CDPHE-WQCD,,,39.7435,-105.476,"Alkalinity, total"
36393,MNPCA,Surface Water,2020-06-28,,,,,44.86311,-93.00493,Chloride
36394,BPMWQX,Surface Water,2020-07-06,,,,,37.90833,-107.638424,Chloride
36395,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-10-21,,,,,40.00148,-104.825378,Dissolved oxygen (DO)
36396,UTAHDWQ_WQX,,2020-10-26,,Division of Water Quality,,,41.42692,-112.06221,Calcium
36397,INSTOR_WQX,,2020-08-25,,,,,41.65241767,-87.4381260151,Total suspended solids
36398,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,39.812772,-104.95444,Magnesium
36399,INSTOR_WQX,,2020-01-15,,,,,41.69232048,-87.5054023621,Sodium
36400,UTAHDWQ_WQX,,2020-10-28,,Division of Water Quality,,,41.92488,-111.83409,Sodium
36401,MNPCA,Surface Water,2020-01-13,,,,,44.953273,-93.074752,Escherichia coli
36402,BPMWQX,Surface Water,2020-08-03,,,,,37.79027049,-107.6675778,Magnesium
36403,UTAHDWQ_WQX,,2020-06-17,,Division of Water Quality,,,39.60687,-111.44536,Specific conductance
36404,UTAHDWQ_WQX,,2020-10-06,,Division of Water Quality,,,40.14387,-111.74946,"Temperature, water"
36405,MNPCA,Surface Water,2020-08-18,,,,,44.875331,-92.99937,Calcium
36406,BPMWQX,Surface Water,2020-07-06,,,,,37.8952305671,-107.6464275365,Sodium
36407,BPMWQX,Surface Water,2020-07-07,,,,,37.8909050441,-107.6496848279,Fluoride
36408,UTAHDWQ_WQX,,2020-09-16,,Division of Water Quality,,,39.51447,-111.58635,Calcium
36409,MNPCA,Surface Water,2020-07-10,,,,,44.978056,-93.245,"Biochemical oxygen demand, standard conditions"
36410,UTAHDWQ_WQX,,2020-12-01,,Division of Water Quality,,,41.77105,-111.91113,Total suspended solids
36411,INSTOR_WQX,,2020-08-25,,,,,41.5997954912,-87.3429555221,Total suspended solids
36412,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-09-02,,,,,39.812772,-104.95444,Sulfate
36413,SANDIAWQ_WQX,,2020-08-13,,,,,35.25974,-106.59623,"Temperature, water"
36414,INSTOR_WQX,,2020-02-03,,,,,41.7250767749,-86.9016515024,"Alkalinity, total"
36415,MNPCA,Surface Water,2020-05-17,,,,,44.86311,-93.00493,Magnesium
36416,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,40.00148,-104.825378,"Biochemical oxygen demand, standard conditions"
36417,BPMWQX,Surface Water,2020-09-14,,,,,37.893575,-107.6441667,Magnesium
36418,BPMWQX,Surface Water,2020-10-14,,,,,37.280496,-107.87599,Potassium
36419,UTAHDWQ_WQX,,2020-06-17,,Division of Water Quality,,,39.60687,-111.44536,Dissolved oxygen saturation
36420,MNPCA,Surface Water,2020-03-04,,,,,44.957167,-93.081783,Escherichia coli
36421,BPMWQX,Surface Water,2020-07-07,,,,,37.79027049,-107.6675778,Sulfate
36422,UTAHDWQ_WQX,,2020-06-16,,Division of Water Quality,,,40.14387,-111.74946,Chloride
36423,MNPCA,Surface Water,2020-07-16,,,,,44.97776,-93.090727,Total dissolved solids
36424,MNPCA,Surface Water,2020-01-23,,,,,45.050084,-93.273847,"Temperature, water"
36425,BPMWQX,Surface Water,2020-08-03,,,,,37.8909050441,-107.6496848279,Fluoride
36426,MNPCA,Surface Water,2020-10-12,,,,,44.875331,-92.99937,Chloride
36427,BPMWQX,Surface Water,2020-09-22,,,,,37.8844365,-107.6459292,Bromide
36428,MNPCA,Stormwater,2020-06-28,,,,,44.915938,-93.208155,Chloride
36429,SNOQUALM_WQX,,2020-05-14,,,,,47.5215,-121.843,Sulfate
36430,INSTOR_WQX,,2020-03-12,,,,,41.69232048,-87.5054023621,Potassium
36431,BPMWQX,Surface Water,2020-07-07,,,,,37.89098119,-107.6484397,Hardness
36432,MNPCA,Surface Water,2020-05-22,,,,,45.012778,-93.220278,"Carbonaceous biochemical oxygen demand, standard conditions"
36433,INSTOR_WQX,,2020-10-27,,,,,41.5997954912,-87.3429555221,"Biochemical oxygen demand, standard conditions"
36434,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-04-15,,,,,39.812772,-104.95444,Sodium
36435,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-09-02,,,,,40.00148,-104.825378,Sodium
36436,BPMWQX,Surface Water,2020-08-18,,,,,37.893043,-107.647284,Potassium
36437,SAMISHINDIAN_WQX,,2020-06-23,,,,,48.48,-122.59,pH
36438,INSTOR_WQX,,2020-07-13,,,,,41.6183461878,-87.1990612156,Total suspended solids
36439,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-19,,,,,40.00148,-104.825378,Potassium
36440,MNPCA,Surface Water,2020-06-02,,,,,45.023889,-93.277222,Dissolved oxygen (DO)
36441,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,40.00148,-104.825378,Sodium
36442,MNPCA,Surface Water,2020-08-14,,,,,44.932031,-93.144877,Calcium
36443,BPMWQX,Surface Water,2020-09-19,,,,,37.9085318093,-107.6423634031,Chloride
36444,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-05,,,,,40.00148,-104.825378,Magnesium
36445,21COL001_WQX,Surface Water,2020-01-30,,CDPHE-WQCD,,,39.7435,-105.476,Sulfate
36446,MNPCA,Surface Water,2020-06-15,,,,,44.97736,-93.090457,pH
36447,BPMWQX,Surface Water,2020-07-06,,,,,37.898211,-107.64588,Calcium
36448,BPMWQX,Surface Water,2020-10-13,,,,,37.80272,-107.6726039,Fluoride
36449,MNPCA,Surface Water,2020-05-22,,,,,44.978056,-93.239444,"Temperature, water"
36450,WIDNR_WQX,,2020-02-26,,WIDNR_WQX,,,45.383327,-92.65001,Calcium carbonate
36451,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-08-19,,,,,40.00148,-104.825378,Potassium
36452,INSTOR_WQX,,2020-06-22,,,,,41.7250767749,-86.9016515024,Total solids
36453,BPMWQX,Surface Water,2020-09-15,,,,,37.81120198,-107.6591665,Calcium
36454,MNPCA,Surface Water,2020-06-02,,,,,45.072844,-93.285133,Escherichia coli
36455,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-08-19,,,,,40.00148,-104.825378,Fluoride
36456,MNPCA,Surface Water,2020-01-02,,,,,44.953353,-93.205417,Total dissolved solids
36457,MNPCA,Surface Water,2020-11-23,,,,,44.97776,-93.090727,"Hardness, Ca, Mg"
36458,MNPCA,Surface Water,2020-05-26,,,,,44.84048,-93.00483,Chloride
36459,UTAHDWQ_WQX,,2020-12-02,,Division of Water Quality,,,41.65567,-111.86894,Total dissolved solids
36460,MNPCA,Surface Water,2020-11-09,,,,,45.072844,-93.285133,Stream stage
36461,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-09-02,,,,,39.812772,-104.95444,Calcium
36462,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-03-04,,,,,40.00148,-104.825378,Calcium
36463,MNPCA,Surface Water,2020-09-30,,,,,44.875331,-92.99937,Total volatile solids
36464,MNPCA,Surface Water,2020-07-26,,,,,45.03739,-92.8425,Chloride
36465,BPMWQX,Surface Water,2020-10-13,,,,,37.80272,-107.6726039,Hardness
