,OrganizationIdentifier,ActivityMediaSubdivisionName,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityConductingOrganizationText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName
31735,MNPCA,Surface Water,2020-07-28,,,,,44.953517,-92.814447,Total volatile solids
31736,MNPCA,Surface Water,2020-07-29,,,,,45.050084,-93.273847,Chloride
31737,UTAHDWQ_WQX,,2020-08-19,,Division of Water Quality,,,39.51447,-111.58635,"Biochemical oxygen demand, standard conditions"
31738,BPMWQX,Surface Water,2020-09-19,,,,,37.8952305671,-107.6464275365,Calcium
31739,MNPCA,Surface Water,2020-07-29,,,,,45.050084,-93.273847,Total suspended solids
31740,BPMWQX,Surface Water,2020-09-14,,,,,37.89418422,-107.6473065,Magnesium
31741,WIDNR_WQX,,2020-03-02,1.0,WIDNR_WQX,,,46.535004,-91.58253,pH
31742,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-11-04,,,,,40.00148,-104.825378,Dissolved oxygen (DO)
31743,MNPCA,Surface Water,2020-10-12,,,,,44.86311,-93.00493,Total volatile solids
31744,INSTOR_WQX,,2020-08-25,,,,,41.69232048,-87.5054023621,Calcium
31745,BPMWQX,Surface Water,2020-08-03,,,,,37.9085318093,-107.6423634031,"Alkalinity, total"
31746,BPMWQX,Surface Water,2020-09-19,,,,,37.89098119,-107.6484397,Bromide
31747,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-07-01,,,,,39.812772,-104.95444,"Carbonaceous biochemical oxygen demand, standard conditions"
31748,BPMWQX,Surface Water,2020-08-03,,,,,37.9085318093,-107.6423634031,Magnesium
31749,MNPCA,Surface Water,2020-08-12,,,,,45.072844,-93.285133,Specific conductance
31750,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-01-08,,,,,39.812772,-104.95444,"Alkalinity, total"
31751,MNPCA,Surface Water,2020-06-02,,,,,45.012778,-93.220278,"Transparency, tube with disk"
31752,INSTOR_WQX,,2020-02-03,,,,,41.7250767749,-86.9016515024,Total dissolved solids
31753,MNPCA,Surface Water,2020-03-10,,,,,44.957167,-93.081783,Total dissolved solids
31754,MNPCA,Surface Water,2020-08-18,0.0,,,,47.015953,-91.666208,Escherichia coli
31755,MNPCA,Surface Water,2020-01-07,,,,,45.050084,-93.273847,Chemical oxygen demand
31756,WFWQC_UT,,2020-04-15,,,,,40.21143,-111.65195,Total suspended solids
31757,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-06-17,,,,,40.00148,-104.825378,Calcium
31758,BPMWQX,Surface Water,2020-07-06,,,,,37.90056439,-107.6444229,Sulfate
31759,INSTOR_WQX,,2020-06-22,,,,,41.6183461878,-87.1990612156,"Biochemical oxygen demand, standard conditions"
31760,MNPCA,Surface Water,2020-01-23,,,,,45.050084,-93.273847,Total suspended solids
31761,MNPCA,Surface Water,2020-07-18,,,,,45.023889,-93.277222,"Alkalinity, total"
31762,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-09-02,,,,,39.812772,-104.95444,Sodium
31763,UTAHDWQ_WQX,,2020-04-22,,Division of Water Quality,,,39.51447,-111.58635,Potassium
31764,BPMWQX,Surface Water,2020-07-07,,,,,37.82,-107.6631,Bromide
31765,PALERMOWELLFIELD_WQX,Groundwater,2020-01-20,,"GeoEngineers, Inc.",,,47.0023089,-122.9119244,"Temperature, water"
31766,MNPCA,Surface Water,2020-09-15,,,,,45.023889,-93.277222,Dissolved oxygen (DO)
31767,WIDNR_WQX,,2020-11-12,,WIDNR_WQX,,,45.383327,-92.65001,Calcium carbonate
31768,MNPCA,Surface Water,2020-08-21,,,,,45.023889,-93.277222,Total dissolved solids
31769,WFWQC_UT,,2020-07-15,,,,,40.21143,-111.65195,Volatile suspended solids
31770,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-07-01,,,,,40.00148,-104.825378,Sodium
31771,MNPCA,Surface Water,2020-05-26,,,,,44.925096,-92.91244,Chloride
31772,MNPCA,Surface Water,2020-03-25,,,,,45.012778,-93.220278,"Alkalinity, total"
31773,BPMWQX,Surface Water,2020-10-13,,,,,37.280496,-107.87599,Bromide
31774,21COL001_WQX,Wastewater Treatment Plant Effluent,2020-10-29,,CDPHE-WQCD,,,39.7435,-105.476,Magnesium
31775,INSTOR_WQX,,2020-03-04,,,,,41.7250767749,-86.9016515024,"Hardness, carbonate"
31776,MNPCA,Surface Water,2020-02-04,,,,,45.012778,-93.220278,Sulfate
31777,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-09-16,,,,,39.812772,-104.95444,Total dissolved solids
31778,BPMWQX,Surface Water,2020-09-19,,,,,37.89098119,-107.6484397,Potassium
31779,SAMISHINDIAN_WQX,,2020-02-18,,,,,48.47,-122.59,Turbidity
31780,MNPCA,Surface Water,2020-11-23,,,,,44.910663,-93.192374,Magnesium
31781,MNPCA,Surface Water,2020-06-24,,,,,44.94981,-92.92872,Dissolved oxygen (DO)
31782,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,40.00148,-104.825378,Escherichia coli
31783,MNPCA,Surface Water,2020-03-01,,,,,45.012778,-93.220278,"Alkalinity, total"
31784,MNPCA,Surface Water,2020-09-15,,,,,45.050084,-93.273847,Specific conductance
31785,BPMWQX,Surface Water,2020-07-07,,,,,37.82,-107.6631,Sulfate
31786,BPMWQX,Surface Water,2020-07-07,,,,,37.82,-107.6631,Chloride
31787,MNPCA,Surface Water,2020-08-21,,,,,45.012778,-93.220278,"Alkalinity, total"
31788,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-07-15,,,,,40.00148,-104.825378,Chloride
31789,MNPCA,Surface Water,2020-10-16,,,,,44.97776,-93.090727,Escherichia coli
31790,MNPCA,Surface Water,2020-09-30,,,,,44.809706,-92.930417,Magnesium
31791,BPMWQX,Surface Water,2020-09-19,,,,,37.898211,-107.64588,Chloride
31792,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,39.812772,-104.95444,Fluoride
31793,INSTOR_WQX,,2020-11-24,,,,,41.5997954912,-87.3429555221,Calcium
31794,BPMWQX,Surface Water,2020-11-19,,,,,37.889925,-107.650156,Magnesium
31795,MNPCA,Surface Water,2020-10-12,,,,,44.84048,-93.00483,Magnesium
31796,MNPCA,Surface Water,2020-05-20,,,,,44.953273,-93.074752,Total volatile solids
31797,UTAHDWQ_WQX,,2020-04-13,,Division of Water Quality,,,40.14387,-111.74946,Dissolved oxygen saturation
31798,MNPCA,Surface Water,2020-11-03,,,,,45.072844,-93.285133,"Temperature, water"
31799,MNPCA,Surface Water,2020-06-28,,,,,44.94981,-92.92872,Calcium
31800,INSTOR_WQX,,2020-11-24,,,,,41.69232048,-87.5054023621,Chemical oxygen demand
31801,BPMWQX,Surface Water,2020-10-13,,,,,37.8437,-107.5894105,Fluoride
31802,MNPCA,Surface Water,2020-07-28,,,,,44.953517,-92.814447,Calcium
31803,MNPCA,Surface Water,2020-03-06,,,,,44.953273,-93.074752,"Hardness, Ca, Mg"
31804,MNPCA,Surface Water,2020-08-12,,,,,45.050084,-93.273847,"Carbonaceous biochemical oxygen demand, standard conditions"
31805,BPMWQX,Surface Water,2020-10-14,,,,,37.280496,-107.87599,Bromide
31806,MNPCA,Surface Water,2020-06-16,,,,,44.978056,-93.245,Specific conductance
31807,MNPCA,Surface Water,2020-03-04,,,,,44.953353,-93.205417,Escherichia coli
31808,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-05,,,,,39.812806,-104.954333,Total dissolved solids
31809,BPMWQX,Surface Water,2020-09-15,,,,,37.8945649,-107.6383438,"Alkalinity, total"
31810,BPMWQX,Surface Water,2020-09-14,,,,,37.89244383,-107.6483408,Chloride
31811,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-19,,,,,39.812806,-104.954333,Chloride
31812,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-04-15,,,,,40.00148,-104.825378,Sulfate
31813,MNPCA,Surface Water,2020-06-29,,,,,45.012778,-93.220278,"Hardness, carbonate"
31814,INSTOR_WQX,,2020-03-12,,,,,41.5997954912,-87.3429555221,Chemical oxygen demand
31815,INSTOR_WQX,,2020-11-24,,,,,41.69232048,-87.5054023621,Dissolved oxygen (DO)
31816,MNPCA,Surface Water,2020-11-23,,,,,44.910663,-93.192374,Total volatile solids
31817,BPMWQX,Surface Water,2020-08-03,,,,,37.8909050441,-107.6496848279,"Alkalinity, total"
31818,MNPCA,Surface Water,2020-06-22,,,,,44.875331,-92.99937,Magnesium
31819,MNPCA,Surface Water,2020-06-14,,,,,44.953353,-93.205417,Total dissolved solids
31820,MNPCA,Surface Water,2020-03-03,,,,,44.957167,-93.081783,Total suspended solids
31821,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-01-15,,,,,40.00148,-104.825378,Potassium
31822,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-11-18,,,,,39.812772,-104.95444,pH
31823,MNPCA,Surface Water,2020-06-02,,,,,45.012778,-93.220278,"Alkalinity, total"
31824,MNPCA,Surface Water,2020-07-29,,,,,44.978056,-93.245,"Hardness, carbonate"
31825,MNPCA,Surface Water,2020-02-04,,,,,44.978056,-93.245,pH
31826,BPMWQX,Surface Water,2020-11-19,,,,,37.889925,-107.650156,Calcium
31827,MNPCA,Surface Water,2020-06-02,,,,,44.978056,-93.239444,"Transparency, tube with disk"
31828,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-01-15,,,,,39.812806,-104.954333,Sulfate
31829,INSTOR_WQX,,2020-12-09,,,,,41.6183461878,-87.1990612156,"Biochemical oxygen demand, standard conditions"
31830,WFWQC_UT,,2020-11-11,,,,,40.21143,-111.65195,Total suspended solids
31831,MNPCA,Surface Water,2020-05-22,,,,,44.978056,-93.245,"Carbonaceous biochemical oxygen demand, standard conditions"
31832,WFWQC_UT,,2020-06-17,,,,,40.21143,-111.65195,Total dissolved solids
31833,INSTOR_WQX,,2020-08-25,,,,,41.69232048,-87.5054023621,Total suspended solids
31834,WIDNR_WQX,,2020-02-26,,WIDNR_WQX,,,45.383327,-92.65001,pH
31835,BPMWQX,Surface Water,2020-07-06,,,,,37.90833,-107.638424,Magnesium
31836,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-11-18,,,,,39.812772,-104.95444,Turbidity
31837,MNPCA,Surface Water,2020-06-28,,,,,45.050084,-93.273847,Chemical oxygen demand
31838,MNPCA,Surface Water,2020-05-27,,,,,44.875331,-92.99937,Total suspended solids
31839,BPMWQX,Surface Water,2020-10-13,,,,,37.8968,-107.6449,Chloride
31840,UTAHDWQ_WQX,,2020-11-18,,Division of Water Quality,,,40.14387,-111.74946,pH
31841,MNPCA,Surface Water,2020-08-26,,,,,44.965556,-93.223333,Total suspended solids
31842,SANDIAWQ_WQX,,2020-08-13,,,,,35.307659,-106.561985,Specific conductance
31843,MNPCA,Surface Water,2020-03-04,,,,,44.953353,-93.205417,Calcium
31844,BPMWQX,Surface Water,2020-09-22,,,,,37.897372,-107.646046,Sodium
31845,MNPCA,Surface Water,2020-01-02,,,,,44.953353,-93.205417,Calcium
31846,BPMWQX,Surface Water,2020-09-14,,,,,37.90580333,-107.6430992,Calcium
31847,UTAHDWQ_WQX,,2020-01-14,,Division of Water Quality,,,40.14387,-111.74946,Total volatile solids
31848,MNPCA,Surface Water,2020-03-04,,,,,44.957167,-93.081783,Magnesium
31849,BPMWQX,Surface Water,2020-10-13,,,,,37.81120198,-107.6591665,Sodium
31850,CHATTAHOOCHEERIVERKEEPER,,2020-01-02,,,,,33.7607,-84.4264,Escherichia coli
31851,WIDNR_WQX,,2020-06-17,,WIDNR_WQX,,,43.393105,-90.876595,"Transparency, tube with disk"
31852,MNPCA,Surface Water,2020-06-28,,,,,44.97736,-93.090457,"Hardness, Ca, Mg"
31853,BPMWQX,Surface Water,2020-10-14,,,,,37.909984,-107.638313,Bromide
31854,MNPCA,Surface Water,2020-07-29,,,,,45.050084,-93.273847,"Alkalinity, total"
31855,MNPCA,Surface Water,2020-06-28,,,,,44.910663,-93.192374,Total suspended solids
31856,WFWQC_UT,,2020-07-15,,,,,40.144972,-111.650333,Total dissolved solids
31857,BPMWQX,Surface Water,2020-07-06,,,,,37.909984,-107.638313,Fluoride
31858,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-01-08,,,,,39.812772,-104.95444,Bromide
31859,BPMWQX,Surface Water,2020-07-06,,,,,37.90056439,-107.6444229,Calcium
31860,BPMWQX,Surface Water,2020-07-06,,,,,37.90056439,-107.6444229,Bromide
31861,MNPCA,Stormwater,2020-09-14,0.0,,,,44.9971,-93.47175,Chloride
31862,UTAHDWQ_WQX,,2020-12-02,,Division of Water Quality,,,41.65567,-111.86894,Dissolved oxygen (DO)
31863,BPMWQX,Surface Water,2020-09-14,,,,,37.90580333,-107.6430992,Potassium
31864,MNPCA,Surface Water,2020-11-17,,,,,45.072844,-93.285133,Total volatile solids
31865,BPMWQX,Surface Water,2020-07-07,,,,,37.8970496,-107.6453083,Calcium
31866,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-08-19,,,,,39.812772,-104.95444,Total dissolved solids
31867,UTAHDWQ_WQX,,2020-07-15,,Division of Water Quality,,,39.60687,-111.44536,pH
31868,BPMWQX,Surface Water,2020-08-03,,,,,37.90833,-107.638424,Sodium
31869,KINGCOUNTY,,2020-01-07,,,,,47.378404,-122.486377,Fecal Coliform
31870,MNPCA,Surface Water,2020-08-05,,,,,44.953353,-93.205417,Escherichia coli
31871,MNPCA,Surface Water,2020-07-22,,,,,44.86311,-93.00493,Total suspended solids
31872,MNPCA,Surface Water,2020-08-09,,,,,44.932031,-93.144877,Magnesium
31873,MNPCA,Surface Water,2020-01-07,,,,,45.023889,-93.277222,pH
31874,INSTOR_WQX,,2020-11-02,,,,,41.7250767749,-86.9016515024,Chloride
31875,UTAHDWQ_WQX,,2020-01-14,,Division of Water Quality,,,40.14387,-111.74946,Dissolved oxygen (DO)
31876,MNPCA,Surface Water,2020-07-16,,,,,44.910663,-93.192374,Total dissolved solids
31877,MNPCA,Surface Water,2020-05-26,,,,,44.978056,-93.239444,"Alkalinity, total"
31878,MNPCA,Surface Water,2020-08-20,,,,,44.925096,-92.91244,Specific conductance
31879,INSTOR_WQX,,2020-12-09,,,,,41.7250767749,-86.9016515024,"Temperature, water"
31880,BPMWQX,Surface Water,2020-09-15,,,,,37.80272,-107.6726039,Potassium
31881,21COL001_WQX,Surface Water,2020-07-08,,CDPHE-WQCD,,,37.262,-107.88066,"Temperature, water"
31882,BPMWQX,Surface Water,2020-10-13,,,,,37.83287452,-107.5995865,Sulfate
31883,WIDNR_WQX,,2020-08-11,,WIDNR_WQX,,,45.383327,-92.65001,pH
31884,MNPCA,Surface Water,2020-07-25,,,,,44.957167,-93.081783,Sulfate
31885,BPMWQX,Surface Water,2020-06-25,,,,,37.893575,-107.6441667,Chloride
31886,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-01-08,,,,,39.812772,-104.95444,Total suspended solids
31887,INSTOR_WQX,,2020-07-13,,,,,41.7250767749,-86.9016515024,Calcium
31888,BPMWQX,Surface Water,2020-07-06,,,,,37.905767,-107.643516,"Alkalinity, total"
31889,WFWQC_UT,,2020-01-15,,,,,40.21143,-111.65195,Salinity
31890,INSTOR_WQX,,2020-10-27,,,,,41.5997954912,-87.3429555221,"Alkalinity, total"
31891,BPMWQX,Surface Water,2020-08-18,,,,,37.893043,-107.647284,Hardness
31892,BPMWQX,Surface Water,2020-12-02,,,,,37.889925,-107.650156,Calcium
31893,UTAHDWQ_WQX,,2020-11-16,,Division of Water Quality,,,41.52422,-112.04542,Specific conductance
31894,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-12-02,,,,,39.812806,-104.954333,Dissolved oxygen (DO)
31895,BPMWQX,Surface Water,2020-11-19,,,,,37.889925,-107.650156,Magnesium
31896,MNPCA,Surface Water,2020-06-16,,,,,44.978056,-93.245,Total suspended solids
31897,BPMWQX,Surface Water,2020-09-14,,,,,37.90833,-107.638424,Fluoride
31898,BPMWQX,Surface Water,2020-08-25,,,,,37.8955505,-107.646707,Sulfate
31899,MNPCA,Surface Water,2020-10-16,,,,,44.953353,-93.205417,Chloride
31900,MNPCA,Stormwater,2020-07-22,0.0,,,,44.9971,-93.47175,Chloride
31901,21COL001_WQX,Surface Water,2020-09-24,,CDPHE-WQCD,,,40.1726,-105.9157,Dissolved oxygen (DO)
31902,INSTOR_WQX,,2020-11-24,,,,,41.69232048,-87.5054023621,Dissolved oxygen saturation
31903,INSTOR_WQX,,2020-11-02,,,,,41.7250767749,-86.9016515024,Sodium
31904,MNPCA,Surface Water,2020-07-08,0.0,,,,47.015953,-91.666208,Escherichia coli
31905,MNPCA,Surface Water,2020-07-10,,,,,45.072844,-93.285133,Specific conductance
31906,MNPCA,Surface Water,2020-06-18,,,,,44.932031,-93.144877,"Carbonaceous biochemical oxygen demand, non-standard conditions"
31907,BPMWQX,Surface Water,2020-07-06,,,,,37.89742939,-107.6459215,Fluoride
31908,BPMWQX,Surface Water,2020-07-07,,,,,37.8909050441,-107.6496848279,Sulfate
31909,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,39.812772,-104.95444,Sodium
31910,MNPCA,Surface Water,2020-08-04,,,,,45.050084,-93.273847,Sulfate
31911,MNPCA,Surface Water,2020-06-18,,,,,44.932031,-93.144877,pH
31912,RVRPOMO,,2020-10-12,,,,,39.2858,-123.183,Total Coliform
31913,MNPCA,Surface Water,2020-06-02,,,,,45.072844,-93.285133,Stream stage
31914,MNPCA,Surface Water,2020-06-28,,,,,44.910663,-93.192374,Total dissolved solids
31915,UTAHDWQ_WQX,,2020-12-01,,Division of Water Quality,,,41.77105,-111.91113,"Temperature, water"
31916,MNPCA,Surface Water,2020-12-01,,,,,45.072844,-93.285133,Specific conductance
31917,MNPCA,Surface Water,2020-06-16,,,,,44.957167,-93.081783,Total suspended solids
31918,MNPCA,Surface Water,2020-05-20,,,,,44.957167,-93.081783,Total dissolved solids
31919,BPMWQX,Surface Water,2020-07-07,,,,,37.8892720817,-107.6546164882,Chloride
31920,UTAHDWQ_WQX,,2020-04-22,,Division of Water Quality,,,39.51447,-111.58635,"Biochemical oxygen demand, standard conditions"
31921,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-11-18,,,,,39.812806,-104.954333,Conductivity
31922,BPMWQX,Surface Water,2020-10-13,,,,,37.80272,-107.6726039,Bromide
31923,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-05,,,,,39.812806,-104.954333,Turbidity
31924,PALERMOWELLFIELD_WQX,Groundwater,2020-01-20,,"GeoEngineers, Inc.",,,47.0023089,-122.9119244,"Temperature, water"
31925,UTAHDWQ_WQX,,2020-10-28,,Division of Water Quality,,,41.65202,-111.88072,Dissolved oxygen (DO)
31926,MNPCA,Surface Water,2020-09-30,,,,,44.809706,-92.930417,"Hardness, carbonate"
31927,MNPCA,Surface Water,2020-07-29,,,,,45.012778,-93.220278,Total volatile solids
31928,MNPCA,Surface Water,2020-10-12,,,,,44.875331,-92.99937,"Hardness, carbonate"
31929,WIDNR_WQX,,2020-05-28,,WIDNR_WQX,,,45.383327,-92.65001,"Biochemical oxygen demand, standard conditions"
31930,UTAHDWQ_WQX,,2020-09-21,,Division of Water Quality,,,40.14387,-111.74946,Total suspended solids
31931,BPMWQX,Surface Water,2020-09-14,,,,,37.905767,-107.643516,Chloride
31932,MNPCA,Surface Water,2020-09-15,,,,,45.012778,-93.220278,"Alkalinity, total"
31933,BPMWQX,Surface Water,2020-09-14,,,,,37.89624888,-107.6463734,Calcium
31934,MNPCA,Surface Water,2020-03-06,,,,,44.932031,-93.144877,Magnesium
31935,MNPCA,Surface Water,2020-08-14,,,,,44.953353,-93.205417,Chloride
31936,WFWQC_UT,,2020-09-16,,,,,40.144972,-111.650333,Specific conductivity***retired***use Specific conductance
31937,MNPCA,Surface Water,2020-05-20,,,,,44.953353,-93.205417,Escherichia coli
31938,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-19,,,,,39.812772,-104.95444,Sulfate
31939,MNPCA,Surface Water,2020-03-03,,,,,44.957167,-93.081783,Magnesium
31940,MNPCA,Surface Water,2020-02-18,,,,,45.023889,-93.277222,Chloride
31941,MNPCA,Surface Water,2020-06-02,,,,,44.978056,-93.245,Salinity
31942,INSTOR_WQX,,2020-01-07,,,,,41.6183461878,-87.1990612156,Chemical oxygen demand
31943,WIDNR_WQX,,2020-05-26,,WIDNR_WQX,,,45.884422,-89.65167,Dissolved oxygen (DO)
31944,MNPCA,Surface Water,2020-08-19,,,,,45.012778,-93.220278,Chemical oxygen demand
31945,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-19,,,,,39.812806,-104.954333,"Temperature, water"
31946,MNPCA,Surface Water,2020-03-17,,,,,45.023889,-93.277222,"Alkalinity, total"
31947,MNPCA,Surface Water,2020-08-18,,,,,47.015953,-91.666208,Dissolved oxygen (DO)
31948,MNPCA,Surface Water,2020-06-28,,,,,44.94981,-92.92872,Chloride
31949,INSTOR_WQX,,2020-10-27,,,,,41.65241767,-87.4381260151,"Biochemical oxygen demand, standard conditions"
31950,MNPCA,Surface Water,2020-01-23,,,,,45.012778,-93.220278,Salinity
31951,BPMWQX,Surface Water,2020-09-14,,,,,37.89762078,-107.645047,Calcium
31952,INSTOR_WQX,,2020-07-23,,,,,41.65241767,-87.4381260151,Turbidity
31953,INSTOR_WQX,,2020-11-02,,,,,41.7250767749,-86.9016515024,Turbidity
31954,WIDNR_WQX,,2020-05-28,,WIDNR_WQX,,,45.383327,-92.65001,"Biochemical oxygen demand, standard conditions"
31955,MNPCA,Surface Water,2020-05-20,,,,,44.97776,-93.090727,"Hardness, Ca, Mg"
31956,INSTOR_WQX,,2020-08-25,,,,,41.65241767,-87.4381260151,Chemical oxygen demand
31957,MNPCA,Surface Water,2020-02-04,,,,,45.023889,-93.277222,"Transparency, tube with disk"
31958,MNPCA,Surface Water,2020-02-11,,,,,44.953353,-93.205417,Chloride
31959,INSTOR_WQX,,2020-09-22,,,,,41.69232048,-87.5054023621,Calcium
31960,BPMWQX,Surface Water,2020-07-06,,,,,37.89244383,-107.6483408,Potassium
31961,MNPCA,Stormwater,2020-10-19,0.0,,,,44.9971,-93.47175,Suspended Sediment Concentration (SSC)
31962,MNPCA,Surface Water,2020-06-29,,,,,45.012778,-93.220278,Chemical oxygen demand
31963,INSTOR_WQX,,2020-06-29,,,,,41.69232048,-87.5054023621,Magnesium
31964,BPMWQX,Surface Water,2020-07-07,,,,,37.79027049,-107.6675778,Chloride
31965,UTAHDWQ_WQX,,2020-02-10,,Division of Water Quality,,,40.14387,-111.74946,Specific conductance
31966,MNPCA,Surface Water,2020-05-26,,,,,45.012778,-93.220278,Sulfate
31967,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-07-01,,,,,39.812806,-104.954333,Sodium
31968,SAMISHINDIAN_WQX,,2020-06-23,,,,,48.48,-122.59,"Temperature, water"
31969,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-12-02,,,,,40.00148,-104.825378,Conductivity
31970,INSTOR_WQX,,2020-11-02,,,,,41.7250767749,-86.9016515024,Total solids
31971,BPMWQX,Surface Water,2020-10-13,,,,,37.88173481,-107.5649655,Magnesium
31972,MNPCA,Surface Water,2020-08-06,,,,,44.961546,-92.985011,pH
31973,INSTOR_WQX,,2020-08-19,,,,,41.7250767749,-86.9016515024,"Hardness, carbonate"
31974,BPMWQX,Surface Water,2020-07-06,,,,,37.8952305671,-107.6464275365,Sulfate
31975,WFWQC_UT,,2020-07-15,,,,,40.144972,-111.650333,Dissolved oxygen (DO)
31976,BPMWQX,Surface Water,2020-09-14,,,,,37.9060846,-107.6424108,Magnesium
31977,BPMWQX,Surface Water,2020-06-25,,,,,37.893575,-107.6441667,Fluoride
31978,MNPCA,Surface Water,2020-02-11,,,,,44.957167,-93.081783,Magnesium
31979,BPMWQX,Surface Water,2020-08-03,,,,,37.81120198,-107.6591665,Bromide
31980,UTAHDWQ_WQX,,2020-11-16,,Division of Water Quality,,,40.27694,-111.7443,"Carbonaceous biochemical oxygen demand, standard conditions"
31981,UTAHDWQ_WQX,,2020-12-01,,Division of Water Quality,,,41.77105,-111.91113,Potassium
31982,CT_DEP01_WQX,Surface Water,2020-06-01,,ctdeepWplrAbm,,,41.656743,-72.656319,Enterococcus
31983,SAMISHINDIAN_WQX,,2020-01-23,,,,,48.47,-122.57,Dissolved oxygen (DO)
31984,MNPCA,Surface Water,2020-09-15,,,,,44.978056,-93.239444,Salinity
31985,BPMWQX,Surface Water,2020-09-15,,,,,37.80272,-107.6726039,"Alkalinity, total"
31986,BPMWQX,Surface Water,2020-08-03,,,,,37.8892720817,-107.6546164882,Sulfate
31987,MNPCA,Surface Water,2020-08-05,,,,,44.957167,-93.081783,Calcium
31988,INSTOR_WQX,,2020-02-04,,,,,41.6183461878,-87.1990612156,Chloride
31989,BPMWQX,Surface Water,2020-09-14,,,,,37.89762078,-107.645047,Potassium
31990,MNPCA,Surface Water,2020-02-04,,,,,45.012778,-93.220278,"Alkalinity, total"
31991,BPMWQX,Surface Water,2020-09-15,,,,,37.8819,-107.645897,Fluoride
31992,BPMWQX,Surface Water,2020-10-14,,,,,37.280496,-107.87599,Chloride
31993,MNPCA,Surface Water,2020-02-11,,,,,44.957167,-93.081783,Total suspended solids
31994,MNPCA,Surface Water,2020-09-22,,,,,44.953273,-93.074752,Escherichia coli
31995,SSCW,,2020-08-25,0.5,,,,42.53021,-70.88631,Enterococcus
31996,BPMWQX,Surface Water,2020-10-13,,,,,37.82,-107.6631,Magnesium
31997,BPMWQX,Surface Water,2020-08-03,,,,,37.8945649,-107.6383438,Magnesium
31998,INSTOR_WQX,,2020-12-09,,,,,41.6183461878,-87.1990612156,"Alkalinity, total"
31999,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-10-21,,,,,39.812772,-104.95444,Magnesium
32000,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-10-21,,,,,40.00148,-104.825378,Conductivity
32001,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,40.00148,-104.825378,Magnesium
32002,BPMWQX,Surface Water,2020-08-03,,,,,37.83287452,-107.5995865,Calcium
32003,BPMWQX,Surface Water,2020-07-07,,,,,37.8967432,-107.6451765,Chloride
32004,WIDNR_WQX,,2020-06-19,,WIDNR_WQX,,,42.875381,-89.924675,"Transparency, tube with disk"
32005,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,40.00148,-104.825378,Potassium
32006,MTVOLWQM_WQX,Treated water supply,2020-07-15,,HDR,,,48.174717,-114.308265,Total volatile solids
32007,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-06-03,,,,,40.00148,-104.825378,Potassium
32008,INSTOR_WQX,,2020-06-29,,,,,41.65241767,-87.4381260151,"Alkalinity, total"
32009,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-02-19,,,,,40.00148,-104.825378,Total dissolved solids
32010,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-07-01,,,,,40.00148,-104.825378,"Hardness, carbonate"
32011,MNPCA,Surface Water,2020-03-10,,,,,44.910663,-93.192374,Total dissolved solids
32012,INSTOR_WQX,,2020-07-13,,,,,41.7250767749,-86.9016515024,Total solids
32013,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-05-20,,,,,39.812806,-104.954333,Calcium
32014,BPMWQX,Surface Water,2020-10-13,,,,,37.88173481,-107.5649655,Bromide
32015,MWRD_WQX,Wastewater Treatment Plant Effluent,2020-04-15,,,,,40.00148,-104.825378,Conductivity
